trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_code,stop_lat,stop_lon,stop_name,zone_id,traffic_speed,free_flow_speed,traffic_confidence,traffic_jam_level,time_delay_minutes,distance_to_next_stop_km,travel_time_to_next_stop_min
142_12_52,13:59:43,13:59:43,2176,23,DC4789,28.531301,76.883663,Galib Pur Piyau,2176,48,48,1.0,FRC4,0.0,0.7587770331358497,3.033333333333333
142_12_52,14:00:58,14:00:58,2177,24,DC4785,28.529556,76.881142,Galib Pur Village,2177,48,48,1.0,FRC4,0.0,0.31350425850878233,1.25
142_14_00,14:01:11,14:01:11,148,1,DC3555,28.61448074,76.98106202,Jharoda Crossing,148,31,39,0.89828,FRC2,0.0,0.29747972176626325,1.1833333333333333
142_14_00,14:02:49,14:02:49,149,2,DC3556,28.61415,76.985217,Health Centre,149,17,24,1.0,FRC2,0.0,0.4080003892783314,1.6333333333333333
142_14_00,14:03:54,14:03:54,488,3,U00233,28.611746,76.985721,NajafGarh Delhi Gate,488,17,31,0.99923,FRC2,0.0,0.2709550241942649,1.0833333333333333
142_14_00,14:05:44,14:05:44,233,4,U00226,28.61031861,76.98133766,Police Station NajafGarh,233,25,37,0.985661,FRC2,0.0,0.4569544123278267,1.8333333333333333
142_14_00,14:07:10,14:07:10,915,5,U00193,28.61149114,76.97790955,Dhansa Stand,915,28,37,0.922143,FRC2,0.0,0.35957782857750537,1.4333333333333333
142_14_00,14:08:43,14:08:43,916,6,DC3547,28.610938,76.97401,Khera More,916,28,37,0.922143,FRC2,0.0,0.38627665986712667,1.55
142_14_00,14:10:46,14:10:46,2161,7,DC4783,28.606425,76.972858,Krishna Nagar / Gopal Nagar,2161,42,44,0.847567,FRC3,0.0,0.5127058644445781,2.05
142_14_00,14:14:51,14:14:51,2162,8,DC4410,28.5987726,76.96698094,Khera Village,2162,42,44,0.847567,FRC3,0.0,1.0245587045108486,4.083333333333333
142_14_00,14:16:08,14:16:08,3569,9,DC5497,28.596347,76.965226,Khera Village 2,3569,42,44,0.847567,FRC3,0.0,0.3189582796005639,1.2833333333333334
142_14_00,14:20:54,14:20:54,2163,10,DC4411,28.586969,76.959227,KharKhari Nahar / Khera Dabur,2163,42,44,0.847567,FRC3,0.0,1.1935722007050553,4.766666666666667
142_14_00,14:23:05,14:23:05,2164,11,DC4412,28.58215173,76.95808206,Surhera Crossing,2164,42,44,0.847567,FRC3,0.0,0.5455151284217342,2.183333333333333
142_14_00,14:27:24,14:27:24,2165,12,DC4413,28.573848,76.952387,Pandwala Crossing,2165,42,44,0.847567,FRC3,0.0,1.075809072386236,4.316666666666666
142_14_00,14:34:09,14:34:09,2166,13,DC4414,28.561696,76.941952,KharKhari Rondh,2166,42,44,0.847567,FRC3,0.0,1.690039991091642,6.75
142_14_00,14:37:13,14:37:13,2167,14,DC4415,28.556475,76.936796,Hasanpur Village,2167,42,44,0.847567,FRC3,0.0,0.7676925380059371,3.066666666666667
142_14_00,14:41:20,14:41:20,2168,15,DC4416,28.548826,76.930857,Devta Wala Mandir,2168,42,44,0.847567,FRC3,0.0,1.027809121584014,4.116666666666666
142_14_00,14:47:36,14:47:36,2169,16,DC4417,28.536825,76.922412,Ghuman Hera More / Shikarpur Crossing,2169,42,44,0.847567,FRC3,0.0,1.5659116348922697,6.266666666666667
142_14_00,14:49:44,14:49:44,2170,17,DC4791,28.5326827,76.9196563,Ghuman Hera Village Main Road,2170,42,44,0.847567,FRC3,0.0,0.5324460644575495,2.1333333333333333
142_14_00,14:51:39,14:51:39,2171,18,DC4429,28.534088,76.915012,Ghuman Hera DTC Depot Crossing,2171,42,44,0.847567,FRC3,0.0,0.48049492789431475,1.9166666666666667
142_14_00,14:53:55,14:53:55,2172,19,DC4013,28.5352,76.909367,Jhul-Jhuli Check Post / Ghumanhera Crossing,2172,42,42,1.0,FRC5,0.0,0.5660666354440679,2.2666666666666666
142_14_00,14:55:44,14:55:44,2173,20,DC4014,28.53162,76.907067,Jhuljhuli Crossing,2173,42,42,1.0,FRC5,0.0,0.4561754051693519,1.8166666666666667
142_14_00,14:58:21,14:58:21,2174,21,DC4015,28.526609,76.903562,Rawta Village,2174,34,34,1.0,FRC3,0.0,0.6527739955192993,2.6166666666666667
142_14_00,15:04:41,15:04:41,2175,22,DC4787,28.5253328,76.8874616,Amrawati Piyau Galib Pur Road,2175,48,48,1.0,FRC4,0.0,1.5822436623266276,6.333333333333333
142_14_00,15:07:43,15:07:43,2176,23,DC4789,28.531301,76.883663,Galib Pur Piyau,2176,48,48,1.0,FRC4,0.0,0.7587770331358497,3.033333333333333
142_14_00,15:08:58,15:08:58,2177,24,DC4785,28.529556,76.881142,Galib Pur Village,2177,48,48,1.0,FRC4,0.0,0.31350425850878233,1.25
142_16_07,16:08:11,16:08:11,148,1,DC3555,28.61448074,76.98106202,Jharoda Crossing,148,31,40,0.90254,FRC2,0.0,0.29747972176626325,1.1833333333333333
142_16_07,16:09:49,16:09:49,149,2,DC3556,28.61415,76.985217,Health Centre,149,17,24,1.0,FRC2,0.0,0.4080003892783314,1.6333333333333333
142_16_07,16:10:54,16:10:54,488,3,U00233,28.611746,76.985721,NajafGarh Delhi Gate,488,17,31,0.999548,FRC2,0.0,0.2709550241942649,1.0833333333333333
142_16_07,16:12:44,16:12:44,233,4,U00226,28.61031861,76.98133766,Police Station NajafGarh,233,25,37,0.985794,FRC2,0.0,0.4569544123278267,1.8333333333333333
142_16_07,16:14:10,16:14:10,915,5,U00193,28.61149114,76.97790955,Dhansa Stand,915,27,37,0.924857,FRC2,0.0,0.35957782857750537,1.4333333333333333
142_16_07,16:15:43,16:15:43,916,6,DC3547,28.610938,76.97401,Khera More,916,27,37,0.924857,FRC2,0.0,0.38627665986712667,1.55
142_16_07,16:17:46,16:17:46,2161,7,DC4783,28.606425,76.972858,Krishna Nagar / Gopal Nagar,2161,42,44,0.849355,FRC3,0.0,0.5127058644445781,2.05
142_16_07,16:21:51,16:21:51,2162,8,DC4410,28.5987726,76.96698094,Khera Village,2162,42,44,0.849355,FRC3,0.0,1.0245587045108486,4.083333333333333
142_16_07,16:23:08,16:23:08,3569,9,DC5497,28.596347,76.965226,Khera Village 2,3569,42,44,0.849355,FRC3,0.0,0.3189582796005639,1.2833333333333334
142_16_07,16:27:54,16:27:54,2163,10,DC4411,28.586969,76.959227,KharKhari Nahar / Khera Dabur,2163,42,44,0.849355,FRC3,0.0,1.1935722007050553,4.766666666666667
142_16_07,16:30:05,16:30:05,2164,11,DC4412,28.58215173,76.95808206,Surhera Crossing,2164,42,44,0.849355,FRC3,0.0,0.5455151284217342,2.183333333333333
142_16_07,16:34:24,16:34:24,2165,12,DC4413,28.573848,76.952387,Pandwala Crossing,2165,42,44,0.849355,FRC3,0.0,1.075809072386236,4.316666666666666
142_16_07,16:41:09,16:41:09,2166,13,DC4414,28.561696,76.941952,KharKhari Rondh,2166,42,44,0.849355,FRC3,0.0,1.690039991091642,6.75
142_16_07,16:44:13,16:44:13,2167,14,DC4415,28.556475,76.936796,Hasanpur Village,2167,42,44,0.849355,FRC3,0.0,0.7676925380059371,3.066666666666667
142_16_07,16:48:20,16:48:20,2168,15,DC4416,28.548826,76.930857,Devta Wala Mandir,2168,42,44,0.849355,FRC3,0.0,1.027809121584014,4.116666666666666
142_16_07,16:54:36,16:54:36,2169,16,DC4417,28.536825,76.922412,Ghuman Hera More / Shikarpur Crossing,2169,42,44,0.849355,FRC3,0.0,1.5659116348922697,6.266666666666667
142_16_07,16:56:44,16:56:44,2170,17,DC4791,28.5326827,76.9196563,Ghuman Hera Village Main Road,2170,42,44,0.849355,FRC3,0.0,0.5324460644575495,2.1333333333333333
142_16_07,16:58:39,16:58:39,2171,18,DC4429,28.534088,76.915012,Ghuman Hera DTC Depot Crossing,2171,42,44,0.849355,FRC3,0.0,0.48049492789431475,1.9166666666666667
142_16_07,17:00:55,17:00:55,2172,19,DC4013,28.5352,76.909367,Jhul-Jhuli Check Post / Ghumanhera Crossing,2172,42,42,1.0,FRC5,0.0,0.5660666354440679,2.2666666666666666
142_16_07,17:02:44,17:02:44,2173,20,DC4014,28.53162,76.907067,Jhuljhuli Crossing,2173,42,42,1.0,FRC5,0.0,0.4561754051693519,1.8166666666666667
142_16_07,17:05:21,17:05:21,2174,21,DC4015,28.526609,76.903562,Rawta Village,2174,34,34,1.0,FRC3,0.0,0.6527739955192993,2.6166666666666667
142_16_07,17:11:41,17:11:41,2175,22,DC4787,28.5253328,76.8874616,Amrawati Piyau Galib Pur Road,2175,48,48,1.0,FRC4,0.0,1.5822436623266276,6.333333333333333
142_16_07,17:14:43,17:14:43,2176,23,DC4789,28.531301,76.883663,Galib Pur Piyau,2176,48,48,1.0,FRC4,0.0,0.7587770331358497,3.033333333333333
142_16_07,17:15:58,17:15:58,2177,24,DC4785,28.529556,76.881142,Galib Pur Village,2177,48,48,1.0,FRC4,0.0,0.31350425850878233,1.25
142_16_40,16:41:11,16:41:11,148,1,DC3555,28.61448074,76.98106202,Jharoda Crossing,148,31,40,0.902645,FRC2,0.0,0.29747972176626325,1.1833333333333333
142_16_40,16:42:49,16:42:49,149,2,DC3556,28.61415,76.985217,Health Centre,149,17,25,1.0,FRC2,0.0,0.4080003892783314,1.6333333333333333
142_16_40,16:43:54,16:43:54,488,3,U00233,28.611746,76.985721,NajafGarh Delhi Gate,488,17,31,0.999548,FRC2,0.0,0.2709550241942649,1.0833333333333333
142_16_40,16:45:44,16:45:44,233,4,U00226,28.61031861,76.98133766,Police Station NajafGarh,233,25,37,0.985702,FRC2,0.0,0.4569544123278267,1.8333333333333333
142_16_40,16:47:10,16:47:10,915,5,U00193,28.61149114,76.97790955,Dhansa Stand,915,27,37,0.927578,FRC2,0.0,0.35957782857750537,1.4333333333333333
142_16_40,16:48:43,16:48:43,916,6,DC3547,28.610938,76.97401,Khera More,916,27,37,0.927578,FRC2,0.0,0.38627665986712667,1.55
142_16_40,16:50:46,16:50:46,2161,7,DC4783,28.606425,76.972858,Krishna Nagar / Gopal Nagar,2161,41,44,0.834944,FRC3,0.0,0.5127058644445781,2.05
142_16_40,16:54:51,16:54:51,2162,8,DC4410,28.5987726,76.96698094,Khera Village,2162,41,44,0.834944,FRC3,0.0,1.0245587045108486,4.083333333333333
142_16_40,16:56:08,16:56:08,3569,9,DC5497,28.596347,76.965226,Khera Village 2,3569,41,44,0.834944,FRC3,0.0,0.3189582796005639,1.2833333333333334
142_16_40,17:00:54,17:00:54,2163,10,DC4411,28.586969,76.959227,KharKhari Nahar / Khera Dabur,2163,41,44,0.834944,FRC3,0.0,1.1935722007050553,4.766666666666667
142_16_40,17:03:05,17:03:05,2164,11,DC4412,28.58215173,76.95808206,Surhera Crossing,2164,41,44,0.834944,FRC3,0.0,0.5455151284217342,2.183333333333333
142_16_40,17:07:24,17:07:24,2165,12,DC4413,28.573848,76.952387,Pandwala Crossing,2165,41,44,0.834944,FRC3,0.0,1.075809072386236,4.316666666666666
142_16_40,17:14:09,17:14:09,2166,13,DC4414,28.561696,76.941952,KharKhari Rondh,2166,41,44,0.834944,FRC3,0.0,1.690039991091642,6.75
142_16_40,17:17:13,17:17:13,2167,14,DC4415,28.556475,76.936796,Hasanpur Village,2167,41,44,0.834944,FRC3,0.0,0.7676925380059371,3.066666666666667
142_16_40,17:21:20,17:21:20,2168,15,DC4416,28.548826,76.930857,Devta Wala Mandir,2168,41,44,0.834944,FRC3,0.0,1.027809121584014,4.116666666666666
142_16_40,17:27:36,17:27:36,2169,16,DC4417,28.536825,76.922412,Ghuman Hera More / Shikarpur Crossing,2169,41,44,0.834944,FRC3,0.0,1.5659116348922697,6.266666666666667
142_16_40,17:29:44,17:29:44,2170,17,DC4791,28.5326827,76.9196563,Ghuman Hera Village Main Road,2170,41,44,0.834944,FRC3,0.0,0.5324460644575495,2.1333333333333333
142_16_40,17:31:39,17:31:39,2171,18,DC4429,28.534088,76.915012,Ghuman Hera DTC Depot Crossing,2171,41,44,0.834944,FRC3,0.0,0.48049492789431475,1.9166666666666667
142_16_40,17:33:55,17:33:55,2172,19,DC4013,28.5352,76.909367,Jhul-Jhuli Check Post / Ghumanhera Crossing,2172,42,42,1.0,FRC5,0.0,0.5660666354440679,2.2666666666666666
142_16_40,17:35:44,17:35:44,2173,20,DC4014,28.53162,76.907067,Jhuljhuli Crossing,2173,42,42,1.0,FRC5,0.0,0.4561754051693519,1.8166666666666667
142_16_40,17:38:21,17:38:21,2174,21,DC4015,28.526609,76.903562,Rawta Village,2174,34,34,1.0,FRC3,0.0,0.6527739955192993,2.6166666666666667
142_16_40,17:44:41,17:44:41,2175,22,DC4787,28.5253328,76.8874616,Amrawati Piyau Galib Pur Road,2175,48,48,1.0,FRC4,0.0,1.5822436623266276,6.333333333333333
142_16_40,17:47:43,17:47:43,2176,23,DC4789,28.531301,76.883663,Galib Pur Piyau,2176,48,48,1.0,FRC4,0.0,0.7587770331358497,3.033333333333333
142_16_40,17:48:58,17:48:58,2177,24,DC4785,28.529556,76.881142,Galib Pur Village,2177,48,48,1.0,FRC4,0.0,0.31350425850878233,1.25
142_17_13,17:14:11,17:14:11,148,1,DC3555,28.61448074,76.98106202,Jharoda Crossing,148,31,40,0.902645,FRC2,0.0,0.29747972176626325,1.1833333333333333
142_17_13,17:15:49,17:15:49,149,2,DC3556,28.61415,76.985217,Health Centre,149,17,25,1.0,FRC2,0.0,0.4080003892783314,1.6333333333333333
142_17_13,17:16:54,17:16:54,488,3,U00233,28.611746,76.985721,NajafGarh Delhi Gate,488,17,31,0.999548,FRC2,0.0,0.2709550241942649,1.0833333333333333
142_17_13,17:18:44,17:18:44,233,4,U00226,28.61031861,76.98133766,Police Station NajafGarh,233,25,37,0.985702,FRC2,0.0,0.4569544123278267,1.8333333333333333
142_17_13,17:20:10,17:20:10,915,5,U00193,28.61149114,76.97790955,Dhansa Stand,915,27,37,0.927578,FRC2,0.0,0.35957782857750537,1.4333333333333333
142_17_13,17:21:43,17:21:43,916,6,DC3547,28.610938,76.97401,Khera More,916,27,37,0.927578,FRC2,0.0,0.38627665986712667,1.55
142_17_13,17:23:46,17:23:46,2161,7,DC4783,28.606425,76.972858,Krishna Nagar / Gopal Nagar,2161,41,44,0.834944,FRC3,0.0,0.5127058644445781,2.05
142_17_13,17:27:51,17:27:51,2162,8,DC4410,28.5987726,76.96698094,Khera Village,2162,41,44,0.834944,FRC3,0.0,1.0245587045108486,4.083333333333333
142_17_13,17:29:08,17:29:08,3569,9,DC5497,28.596347,76.965226,Khera Village 2,3569,41,44,0.834944,FRC3,0.0,0.3189582796005639,1.2833333333333334
142_17_13,17:33:54,17:33:54,2163,10,DC4411,28.586969,76.959227,KharKhari Nahar / Khera Dabur,2163,41,44,0.834944,FRC3,0.0,1.1935722007050553,4.766666666666667
142_17_13,17:36:05,17:36:05,2164,11,DC4412,28.58215173,76.95808206,Surhera Crossing,2164,41,44,0.834944,FRC3,0.0,0.5455151284217342,2.183333333333333
142_17_13,17:40:24,17:40:24,2165,12,DC4413,28.573848,76.952387,Pandwala Crossing,2165,41,44,0.834944,FRC3,0.0,1.075809072386236,4.316666666666666
142_17_13,17:47:09,17:47:09,2166,13,DC4414,28.561696,76.941952,KharKhari Rondh,2166,41,44,0.834944,FRC3,0.0,1.690039991091642,6.75
142_17_13,17:50:13,17:50:13,2167,14,DC4415,28.556475,76.936796,Hasanpur Village,2167,41,44,0.834944,FRC3,0.0,0.7676925380059371,3.066666666666667
142_17_13,17:54:20,17:54:20,2168,15,DC4416,28.548826,76.930857,Devta Wala Mandir,2168,41,44,0.834944,FRC3,0.0,1.027809121584014,4.116666666666666
142_17_13,18:00:36,18:00:36,2169,16,DC4417,28.536825,76.922412,Ghuman Hera More / Shikarpur Crossing,2169,41,44,0.834944,FRC3,0.0,1.5659116348922697,6.266666666666667
142_17_13,18:02:44,18:02:44,2170,17,DC4791,28.5326827,76.9196563,Ghuman Hera Village Main Road,2170,41,44,0.834944,FRC3,0.0,0.5324460644575495,2.1333333333333333
142_17_13,18:04:39,18:04:39,2171,18,DC4429,28.534088,76.915012,Ghuman Hera DTC Depot Crossing,2171,41,44,0.834944,FRC3,0.0,0.48049492789431475,1.9166666666666667
142_17_13,18:06:55,18:06:55,2172,19,DC4013,28.5352,76.909367,Jhul-Jhuli Check Post / Ghumanhera Crossing,2172,42,42,1.0,FRC5,0.0,0.5660666354440679,2.2666666666666666
142_17_13,18:08:44,18:08:44,2173,20,DC4014,28.53162,76.907067,Jhuljhuli Crossing,2173,42,42,1.0,FRC5,0.0,0.4561754051693519,1.8166666666666667
142_17_13,18:11:21,18:11:21,2174,21,DC4015,28.526609,76.903562,Rawta Village,2174,34,34,1.0,FRC3,0.0,0.6527739955192993,2.6166666666666667
142_17_13,18:17:41,18:17:41,2175,22,DC4787,28.5253328,76.8874616,Amrawati Piyau Galib Pur Road,2175,48,48,1.0,FRC4,0.0,1.5822436623266276,6.333333333333333
142_17_13,18:20:43,18:20:43,2176,23,DC4789,28.531301,76.883663,Galib Pur Piyau,2176,48,48,1.0,FRC4,0.0,0.7587770331358497,3.033333333333333
142_17_13,18:21:58,18:21:58,2177,24,DC4785,28.529556,76.881142,Galib Pur Village,2177,48,48,1.0,FRC4,0.0,0.31350425850878233,1.25
142_17_46,17:47:11,17:47:11,148,1,DC3555,28.61448074,76.98106202,Jharoda Crossing,148,31,40,0.90254,FRC2,0.0,0.29747972176626325,1.1833333333333333
142_17_46,17:48:49,17:48:49,149,2,DC3556,28.61415,76.985217,Health Centre,149,17,24,1.0,FRC2,0.0,0.4080003892783314,1.6333333333333333
142_17_46,17:49:54,17:49:54,488,3,U00233,28.611746,76.985721,NajafGarh Delhi Gate,488,17,31,0.999548,FRC2,0.0,0.2709550241942649,1.0833333333333333
142_17_46,17:51:44,17:51:44,233,4,U00226,28.61031861,76.98133766,Police Station NajafGarh,233,25,37,0.985794,FRC2,0.0,0.4569544123278267,1.8333333333333333
142_17_46,17:53:10,17:53:10,915,5,U00193,28.61149114,76.97790955,Dhansa Stand,915,27,37,0.924857,FRC2,0.0,0.35957782857750537,1.4333333333333333
142_17_46,17:54:43,17:54:43,916,6,DC3547,28.610938,76.97401,Khera More,916,27,37,0.924857,FRC2,0.0,0.38627665986712667,1.55
142_17_46,17:56:46,17:56:46,2161,7,DC4783,28.606425,76.972858,Krishna Nagar / Gopal Nagar,2161,42,44,0.849355,FRC3,0.0,0.5127058644445781,2.05
142_17_46,18:00:51,18:00:51,2162,8,DC4410,28.5987726,76.96698094,Khera Village,2162,41,44,0.834944,FRC3,0.0,1.0245587045108486,4.083333333333333
142_17_46,18:02:08,18:02:08,3569,9,DC5497,28.596347,76.965226,Khera Village 2,3569,41,44,0.834944,FRC3,0.0,0.3189582796005639,1.2833333333333334
142_17_46,18:06:54,18:06:54,2163,10,DC4411,28.586969,76.959227,KharKhari Nahar / Khera Dabur,2163,41,44,0.834944,FRC3,0.0,1.1935722007050553,4.766666666666667
142_17_46,18:09:05,18:09:05,2164,11,DC4412,28.58215173,76.95808206,Surhera Crossing,2164,41,44,0.834944,FRC3,0.0,0.5455151284217342,2.183333333333333
142_17_46,18:13:24,18:13:24,2165,12,DC4413,28.573848,76.952387,Pandwala Crossing,2165,41,44,0.834944,FRC3,0.0,1.075809072386236,4.316666666666666
142_17_46,18:20:09,18:20:09,2166,13,DC4414,28.561696,76.941952,KharKhari Rondh,2166,41,44,0.834944,FRC3,0.0,1.690039991091642,6.75
142_17_46,18:23:13,18:23:13,2167,14,DC4415,28.556475,76.936796,Hasanpur Village,2167,41,44,0.834944,FRC3,0.0,0.7676925380059371,3.066666666666667
142_17_46,18:27:20,18:27:20,2168,15,DC4416,28.548826,76.930857,Devta Wala Mandir,2168,41,44,0.834944,FRC3,0.0,1.027809121584014,4.116666666666666
142_17_46,18:33:36,18:33:36,2169,16,DC4417,28.536825,76.922412,Ghuman Hera More / Shikarpur Crossing,2169,41,44,0.834944,FRC3,0.0,1.5659116348922697,6.266666666666667
142_17_46,18:35:44,18:35:44,2170,17,DC4791,28.5326827,76.9196563,Ghuman Hera Village Main Road,2170,41,44,0.834944,FRC3,0.0,0.5324460644575495,2.1333333333333333
142_17_46,18:37:39,18:37:39,2171,18,DC4429,28.534088,76.915012,Ghuman Hera DTC Depot Crossing,2171,41,44,0.834944,FRC3,0.0,0.48049492789431475,1.9166666666666667
142_17_46,18:39:55,18:39:55,2172,19,DC4013,28.5352,76.909367,Jhul-Jhuli Check Post / Ghumanhera Crossing,2172,42,42,1.0,FRC5,0.0,0.5660666354440679,2.2666666666666666
142_17_46,18:41:44,18:41:44,2173,20,DC4014,28.53162,76.907067,Jhuljhuli Crossing,2173,42,42,1.0,FRC5,0.0,0.4561754051693519,1.8166666666666667
142_17_46,18:44:21,18:44:21,2174,21,DC4015,28.526609,76.903562,Rawta Village,2174,34,34,1.0,FRC3,0.0,0.6527739955192993,2.6166666666666667
142_17_46,18:50:41,18:50:41,2175,22,DC4787,28.5253328,76.8874616,Amrawati Piyau Galib Pur Road,2175,48,48,1.0,FRC4,0.0,1.5822436623266276,6.333333333333333
